index,line_nos,transcript_file,audio_file,transcript,tokens
line 10 corpus5_1.txt,line 10,corpus5_1.txt,200702-075931_yor_7f4_elicit_9.wav,"A-wọ̀lú-má-tẹ̀ẹ́, ìwọ̀n ara-a rẹ̀ ló mọ̀. ## One-who-enters-a-town-and-maintains-his/her-reputation does because he/she knows his/her place.","[0, 22, 41, 11, 35, 12, 27, 19, 40, 40, 30, 22, 41, 13, 0, 17, 0, 0, 17, 40, 11, 33, 12, 41, 14, 13, 4, 22, 7, 14, 4, 13, 19, 4, 17, 18, 0, 19, 14, 22, 13, 0, 13, 3, 12, 0, 8, 13, 19, 0, 8, 13, 18, 7, 8, 18, 7, 4, 17, 17, 4, 15, 20, 19, 0, 19, 8, 14, 13, 3, 14, 4, 18, 1, 4, 2, 0, 20, 18, 4, 7, 4, 18, 7, 4, 10, 13, 14, 22, 18, 7, 8, 18, 7, 4, 17, 15, 11, 0, 2, 4]"
line 11 corpus5_1.txt,line 11,corpus5_1.txt,200702-075931_yor_7f4_elicit_10.wav,Àwúrèbeé ní òún lè yẹ̀nà; ta ní jẹ́ tọ ọ̀nà àwúrèbe? ## Àwúrebe says it can make a path; who would wish to follow a path it makes?,"[26, 22, 35, 17, 28, 1, 4, 29, 13, 31, 32, 35, 13, 11, 28, 24, 40, 13, 26, 19, 0, 13, 31, 9, 40, 19, 41, 41, 13, 26, 26, 22, 35, 17, 28, 1, 4, 26, 22, 35, 17, 4, 1, 4, 18, 0, 24, 18, 8, 19, 2, 0, 13, 12, 0, 10, 4, 0, 15, 0, 19, 7, 22, 7, 14, 22, 14, 20, 11, 3, 22, 8, 18, 7, 19, 14, 5, 14, 11, 11, 14, 22, 0, 15, 0, 19, 7, 8, 19, 12, 0, 10, 4, 18]"
line 12 corpus5_1.txt,line 12,corpus5_1.txt,200702-075931_yor_7f4_elicit_11.wav,"Àáyá yó níjọ́ kan, ó ní ká ká òun léhín ọ̀kánkán. ## The Colobus monkey ate its fill one day, and asked that his front teeth be knocked out.","[26, 27, 24, 27, 24, 33, 13, 31, 9, 41, 10, 0, 13, 33, 13, 31, 10, 27, 10, 27, 32, 20, 13, 11, 29, 7, 31, 13, 41, 10, 27, 13, 10, 27, 13, 19, 7, 4, 2, 14, 11, 14, 1, 20, 18, 12, 14, 13, 10, 4, 24, 0, 19, 4, 8, 19, 18, 5, 8, 11, 11, 14, 13, 4, 3, 0, 24, 0, 13, 3, 0, 18, 10, 4, 3, 19, 7, 0, 19, 7, 8, 18, 5, 17, 14, 13, 19, 19, 4, 4, 19, 7, 1, 4, 10, 13, 14, 2, 10, 4, 3, 14, 20, 19]"
line 13 corpus5_1.txt,line 13,corpus5_1.txt,200702-075931_yor_7f4_elicit_12.wav,"Aáyán ati eèràá ṣígun, wọ́n ní àwọ́n ńlọ mú adìẹ àlọ la rí, a ò rábọ̀. ## Cockroach and ant make ready for war and say they are off to capture chicken; we see their departure, but not their return.","[0, 27, 24, 27, 13, 0, 19, 8, 4, 28, 17, 26, 27, 39, 31, 6, 20, 13, 22, 41, 13, 13, 31, 26, 22, 41, 13, 36, 11, 41, 12, 35, 0, 3, 30, 40, 26, 11, 41, 11, 0, 17, 31, 0, 32, 17, 27, 1, 41, 2, 14, 2, 10, 17, 14, 0, 2, 7, 0, 13, 3, 0, 13, 19, 12, 0, 10, 4, 17, 4, 0, 3, 24, 5, 14, 17, 22, 0, 17, 0, 13, 3, 18, 0, 24, 19, 7, 4, 24, 0, 17, 4, 14, 5, 5, 19, 14, 2, 0, 15, 19, 20, 17, 4, 2, 7, 8, 2, 10, 4, 13, 22, 4, 18, 4, 4, 19, 7, 4, 8, 17, 3, 4, 15, 0, 17, 19, 20, 17, 4, 1, 20, 19, 13, 14, 19, 19, 7, 4, 8, 17, 17, 4, 19, 20, 17, 13]"
line 14 corpus5_1.txt,line 14,corpus5_1.txt,200702-075931_yor_7f4_elicit_13.wav,Aáyán fẹ gẹṣin; adìẹ ni ò gbà fún un. ## The cockroach would ride a horse; it is the chicken that does not allow.,"[0, 27, 24, 27, 13, 5, 40, 6, 40, 39, 8, 13, 0, 3, 30, 40, 13, 8, 32, 6, 1, 26, 5, 35, 13, 20, 13, 19, 7, 4, 2, 14, 2, 10, 17, 14, 0, 2, 7, 22, 14, 20, 11, 3, 17, 8, 3, 4, 0, 7, 14, 17, 18, 4, 8, 19, 8, 18, 19, 7, 4, 2, 7, 8, 2, 10, 4, 13, 19, 7, 0, 19, 3, 14, 4, 18, 13, 14, 19, 0, 11, 11, 14, 22]"
line 15 corpus5_1.txt,line 15,corpus5_1.txt,200702-075931_yor_7f4_elicit_14.wav,Aáyán fẹ́ jó; adìẹ ni ò jẹ́. ## The cockroach would dance; it is the chicken that does not allow.,"[0, 27, 24, 27, 13, 5, 40, 9, 33, 0, 3, 30, 40, 13, 8, 32, 9, 40, 19, 7, 4, 2, 14, 2, 10, 17, 14, 0, 2, 7, 22, 14, 20, 11, 3, 3, 0, 13, 2, 4, 8, 19, 8, 18, 19, 7, 4, 2, 7, 8, 2, 10, 4, 13, 19, 7, 0, 19, 3, 14, 4, 18, 13, 14, 19, 0, 11, 11, 14, 22]"
line 16 corpus5_1.txt,line 16,corpus5_1.txt,200702-075931_yor_7f4_elicit_15.wav,Aáyán kì í yán ẹsẹ̀ erin; èèyàn kì í yán ẹsẹ̀ irò. ## A cockroach does not trip an elephant; a human being does not trip a chimpanzee.,"[0, 27, 24, 27, 13, 10, 30, 31, 24, 27, 13, 40, 18, 40, 4, 17, 8, 13, 28, 28, 24, 26, 13, 10, 30, 31, 24, 27, 13, 40, 18, 40, 8, 17, 32, 0, 2, 14, 2, 10, 17, 14, 0, 2, 7, 3, 14, 4, 18, 13, 14, 19, 19, 17, 8, 15, 0, 13, 4, 11, 4, 15, 7, 0, 13, 19, 0, 7, 20, 12, 0, 13, 1, 4, 8, 13, 6, 3, 14, 4, 18, 13, 14, 19, 19, 17, 8, 15, 0, 2, 7, 8, 12, 15, 0, 13, 25, 4, 4]"
line 17 corpus5_1.txt,line 17,corpus5_1.txt,200702-075931_yor_7f4_elicit_16.wav,Ayọ̀ àyọ̀jù làkèré fi ńṣẹ́ nítan. ## It is excessive rejoicing that breaks the frog's thigh.,"[0, 24, 41, 26, 24, 41, 9, 34, 11, 26, 10, 28, 17, 29, 5, 8, 36, 39, 40, 13, 31, 19, 0, 13, 8, 19, 8, 18, 4, 23, 2, 4, 18, 18, 8, 21, 4, 17, 4, 9, 14, 8, 2, 8, 13, 6, 19, 7, 0, 19, 1, 17, 4, 0, 10, 18, 19, 7, 4, 5, 17, 14, 6, 18, 19, 7, 8, 6, 7]"
line 18 corpus5_1.txt,line 18,corpus5_1.txt,200702-075931_yor_7f4_elicit_17.wav,Àyọ̀-yó ni bàtá à-jó-fẹ-ehín. ## Dancing to bàtá music and exposing one's teeth is excessive happiness.,"[26, 24, 41, 24, 33, 13, 8, 1, 26, 19, 27, 26, 9, 33, 5, 40, 4, 7, 31, 13, 3, 0, 13, 2, 8, 13, 6, 19, 14, 1, 26, 19, 27, 12, 20, 18, 8, 2, 0, 13, 3, 4, 23, 15, 14, 18, 8, 13, 6, 14, 13, 4, 18, 19, 4, 4, 19, 7, 8, 18, 4, 23, 2, 4, 18, 18, 8, 21, 4, 7, 0, 15, 15, 8, 13, 4, 18, 18]"
line 19 corpus5_1.txt,line 19,corpus5_1.txt,200702-075931_yor_7f4_elicit_18.wav,Babaaláwo kì í bèrè ẹbọ àná. ## The diviner does not ask for yesterday's sacrifice.,"[1, 0, 1, 0, 0, 11, 27, 22, 14, 10, 30, 31, 1, 28, 17, 28, 40, 1, 41, 26, 13, 27, 19, 7, 4, 3, 8, 21, 8, 13, 4, 17, 3, 14, 4, 18, 13, 14, 19, 0, 18, 10, 5, 14, 17, 24, 4, 18, 19, 4, 17, 3, 0, 24, 18, 18, 0, 2, 17, 8, 5, 8, 2, 4]"
line 20 corpus5_1.txt,line 20,corpus5_1.txt,200702-075931_yor_7f4_elicit_19.wav,Bẹbẹlúbẹ ò ì tíì débẹ̀; ibẹ̀ ló ḿbọ̀. ## The busybody is not there yet; but he is on his way.,"[1, 40, 1, 40, 11, 35, 1, 40, 32, 30, 19, 31, 30, 3, 29, 1, 40, 8, 1, 40, 11, 33, 38, 1, 41, 19, 7, 4, 1, 20, 18, 24, 1, 14, 3, 24, 8, 18, 13, 14, 19, 19, 7, 4, 17, 4, 24, 4, 19, 1, 20, 19, 7, 4, 8, 18, 14, 13, 7, 8, 18, 22, 0, 24]"
line 21 corpus5_1.txt,line 21,corpus5_1.txt,200702-075931_yor_7f4_elicit_20.wav,"Bí a bá dàgbà à yé ogun-ún jà. ## When one becomes old, one stops warring.","[1, 31, 0, 1, 27, 3, 26, 6, 1, 26, 26, 24, 29, 14, 6, 20, 13, 35, 13, 9, 26, 22, 7, 4, 13, 14, 13, 4, 1, 4, 2, 14, 12, 4, 18, 14, 11, 3, 14, 13, 4, 18, 19, 14, 15, 18, 22, 0, 17, 17, 8, 13, 6]"
line 22 corpus5_1.txt,line 22,corpus5_1.txt,200702-075931_yor_7f4_elicit_21.wav,"Bí a bá fi inú wénú; iwọ là ńjẹ. ## If we compare notes with others, we wind up eating bile.","[1, 31, 0, 1, 27, 5, 8, 8, 13, 35, 22, 29, 13, 35, 8, 22, 41, 11, 26, 36, 9, 40, 8, 5, 22, 4, 2, 14, 12, 15, 0, 17, 4, 13, 14, 19, 4, 18, 22, 8, 19, 7, 14, 19, 7, 4, 17, 18, 22, 4, 22, 8, 13, 3, 20, 15, 4, 0, 19, 8, 13, 6, 1, 8, 11, 4]"
line 23 corpus5_1.txt,line 23,corpus5_1.txt,200702-075931_yor_7f4_elicit_22.wav,"Bí a bá ḿbá ọmọdé jẹun lóko, gànmùganmu imú ẹni ní ńwò. ## If one eats with a youth on the farm he stares at the protrusion of one's nose.","[1, 31, 0, 1, 27, 38, 1, 27, 41, 12, 41, 3, 29, 9, 40, 20, 13, 11, 33, 10, 14, 6, 26, 13, 12, 34, 6, 0, 13, 12, 20, 8, 12, 35, 40, 13, 8, 13, 31, 36, 22, 32, 8, 5, 14, 13, 4, 4, 0, 19, 18, 22, 8, 19, 7, 0, 24, 14, 20, 19, 7, 14, 13, 19, 7, 4, 5, 0, 17, 12, 7, 4, 18, 19, 0, 17, 4, 18, 0, 19, 19, 7, 4, 15, 17, 14, 19, 17, 20, 18, 8, 14, 13, 14, 5, 14, 13, 4, 18, 13, 14, 18, 4]"
line 24 corpus5_1.txt,line 24,corpus5_1.txt,200702-075931_yor_7f4_elicit_23.wav,"Bí a bá ńgúnyán, kòmẹsẹ̀ á yọ. ## If one prepares pounded yams, the uninvited should depart.","[1, 31, 0, 1, 27, 36, 6, 35, 13, 24, 27, 13, 10, 32, 12, 40, 18, 40, 27, 24, 41, 8, 5, 14, 13, 4, 15, 17, 4, 15, 0, 17, 4, 18, 15, 14, 20, 13, 3, 4, 3, 24, 0, 12, 18, 19, 7, 4, 20, 13, 8, 13, 21, 8, 19, 4, 3, 18, 7, 14, 20, 11, 3, 3, 4, 15, 0, 17, 19]"
line 25 corpus5_1.txt,line 25,corpus5_1.txt,200702-075931_yor_7f4_elicit_24.wav,Bí a bá ti lè ṣe là ńwí; a kì í yan àna ẹni lódì. ## One admits to one's limits; one does not cease speaking to one's relatives-in-law.,"[1, 31, 0, 1, 27, 19, 8, 11, 28, 39, 4, 11, 26, 36, 22, 31, 0, 10, 30, 31, 24, 0, 13, 26, 13, 0, 40, 13, 8, 11, 33, 3, 30, 14, 13, 4, 0, 3, 12, 8, 19, 18, 19, 14, 14, 13, 4, 18, 11, 8, 12, 8, 19, 18, 14, 13, 4, 3, 14, 4, 18, 13, 14, 19, 2, 4, 0, 18, 4, 18, 15, 4, 0, 10, 8, 13, 6, 19, 14, 14, 13, 4, 18, 17, 4, 11, 0, 19, 8, 21, 4, 18, 8, 13, 11, 0, 22]"
line 26 corpus5_1.txt,line 26,corpus5_1.txt,200702-075931_yor_7f4_elicit_25.wav,Bí a bá ti mọ là ńdé; a-láì-lẹ́ṣin kì í dé wọ̀nwọ̀n. ## One arrives according to one's worth; a horseless person does not arrive with the noise of hoofs and stirrups.,"[1, 31, 0, 1, 27, 19, 8, 12, 41, 11, 26, 36, 3, 29, 0, 11, 27, 30, 11, 40, 39, 8, 13, 10, 30, 31, 3, 29, 22, 41, 13, 22, 41, 13, 14, 13, 4, 0, 17, 17, 8, 21, 4, 18, 0, 2, 2, 14, 17, 3, 8, 13, 6, 19, 14, 14, 13, 4, 18, 22, 14, 17, 19, 7, 0, 7, 14, 17, 18, 4, 11, 4, 18, 18, 15, 4, 17, 18, 14, 13, 3, 14, 4, 18, 13, 14, 19, 0, 17, 17, 8, 21, 4, 22, 8, 19, 7, 19, 7, 4, 13, 14, 8, 18, 4, 14, 5, 7, 14, 14, 5, 18, 0, 13, 3, 18, 19, 8, 17, 17, 20, 15, 18]"
line 27 corpus5_1.txt,line 27,corpus5_1.txt,200702-075931_yor_7f4_elicit_26.wav,Bí a bá ti mọ là ńkú; olongo kì í kú tìyàntìyàn. ## One dies according to one's weight; the robin does not die and make a resounding noise “on hitting the ground.”,"[1, 31, 0, 1, 27, 19, 8, 12, 41, 11, 26, 36, 10, 35, 14, 11, 14, 13, 6, 14, 10, 30, 31, 10, 35, 19, 30, 24, 26, 13, 19, 30, 24, 26, 13, 14, 13, 4, 3, 8, 4, 18, 0, 2, 2, 14, 17, 3, 8, 13, 6, 19, 14, 14, 13, 4, 18, 22, 4, 8, 6, 7, 19, 19, 7, 4, 17, 14, 1, 8, 13, 3, 14, 4, 18, 13, 14, 19, 3, 8, 4, 0, 13, 3, 12, 0, 10, 4, 0, 17, 4, 18, 14, 20, 13, 3, 8, 13, 6, 13, 14, 8, 18, 4, 14, 13, 7, 8, 19, 19, 8, 13, 6, 19, 7, 4, 6, 17, 14, 20, 13, 3]"
line 28 corpus5_1.txt,line 28,corpus5_1.txt,200702-075931_yor_7f4_elicit_27.wav,"Bí a bá tọ̀ sílé, onípò a mọ ipò. ## If someone wets the bed, each person should know where he or she slept.","[1, 31, 0, 1, 27, 19, 41, 18, 31, 11, 29, 14, 13, 31, 15, 32, 0, 12, 41, 8, 15, 32, 8, 5, 18, 14, 12, 4, 14, 13, 4, 22, 4, 19, 18, 19, 7, 4, 1, 4, 3, 4, 0, 2, 7, 15, 4, 17, 18, 14, 13, 18, 7, 14, 20, 11, 3, 10, 13, 14, 22, 22, 7, 4, 17, 4, 7, 4, 14, 17, 18, 7, 4, 18, 11, 4, 15, 19]"
line 29 corpus5_1.txt,line 29,corpus5_1.txt,200702-075931_yor_7f4_elicit_28.wav,"Bí a kò bá dáṣọ lé aṣọ, a kì í pe ọ̀kan lákìísà. ## If one has not acquired one garment after another, one does not call one a rag.","[1, 31, 0, 10, 32, 1, 27, 3, 27, 39, 41, 11, 29, 0, 39, 41, 0, 10, 30, 31, 15, 4, 41, 10, 0, 13, 11, 27, 10, 30, 31, 18, 26, 8, 5, 14, 13, 4, 7, 0, 18, 13, 14, 19, 0, 2, 16, 20, 8, 17, 4, 3, 14, 13, 4, 6, 0, 17, 12, 4, 13, 19, 0, 5, 19, 4, 17, 0, 13, 14, 19, 7, 4, 17, 14, 13, 4, 3, 14, 4, 18, 13, 14, 19, 2, 0, 11, 11, 14, 13, 4, 0, 17, 0, 6]"
line 30 corpus5_1.txt,line 30,corpus5_1.txt,200702-075931_yor_7f4_elicit_29.wav,"Bí a kò bá lè dá Tápà, Tápà kì í dáni. ## If one cannot throw a Nupe man in a wrestling match, he should not throw one.","[1, 31, 0, 10, 32, 1, 27, 11, 28, 3, 27, 19, 27, 15, 26, 19, 27, 15, 26, 10, 30, 31, 3, 27, 13, 8, 8, 5, 14, 13, 4, 2, 0, 13, 13, 14, 19, 19, 7, 17, 14, 22, 0, 13, 20, 15, 4, 12, 0, 13, 8, 13, 0, 22, 17, 4, 18, 19, 11, 8, 13, 6, 12, 0, 19, 2, 7, 7, 4, 18, 7, 14, 20, 11, 3, 13, 14, 19, 19, 7, 17, 14, 22, 14, 13, 4]"
line 31 corpus5_1.txt,line 31,corpus5_1.txt,200702-075931_yor_7f4_elicit_30.wav,"Bí a kò bá lọ sóko irọ́, a kì í pa á mọ́ni. ## If one does not go to the farm of lies, lies are not told against one.","[1, 31, 0, 10, 32, 1, 27, 11, 41, 18, 33, 10, 14, 8, 17, 41, 0, 10, 30, 31, 15, 0, 27, 12, 41, 13, 8, 8, 5, 14, 13, 4, 3, 14, 4, 18, 13, 14, 19, 6, 14, 19, 14, 19, 7, 4, 5, 0, 17, 12, 14, 5, 11, 8, 4, 18, 11, 8, 4, 18, 0, 17, 4, 13, 14, 19, 19, 14, 11, 3, 0, 6, 0, 8, 13, 18, 19, 14, 13, 4]"
line 32 corpus5_1.txt,line 32,corpus5_1.txt,200702-075931_yor_7f4_elicit_31.wav,"Bí a kò bá ṣèké, a kì í fi ẹ̀tẹ́ kú. ## If one has not been false, one does not die in disgrace.","[1, 31, 0, 10, 32, 1, 27, 39, 28, 10, 29, 0, 10, 30, 31, 5, 8, 40, 19, 40, 10, 35, 8, 5, 14, 13, 4, 7, 0, 18, 13, 14, 19, 1, 4, 4, 13, 5, 0, 11, 18, 4, 14, 13, 4, 3, 14, 4, 18, 13, 14, 19, 3, 8, 4, 8, 13, 3, 8, 18, 6, 17, 0, 2, 4]"
line 33 corpus5_1.txt,line 33,corpus5_1.txt,200702-075931_yor_7f4_elicit_32.wav,"Bí a kò bá tíì jókòó, a kì í nasẹ̀. ## If one has not yet sat down, one does not stretch one's legs out.","[1, 31, 0, 10, 32, 1, 27, 19, 31, 30, 9, 33, 10, 32, 33, 0, 10, 30, 31, 13, 0, 18, 40, 8, 5, 14, 13, 4, 7, 0, 18, 13, 14, 19, 24, 4, 19, 18, 0, 19, 3, 14, 22, 13, 14, 13, 4, 3, 14, 4, 18, 13, 14, 19, 18, 19, 17, 4, 19, 2, 7, 14, 13, 4, 18, 11, 4, 6, 18, 14, 20, 19]"
line 34 corpus5_1.txt,line 34,corpus5_1.txt,200702-075931_yor_7f4_elicit_33.wav,"Bí a kò bá tíì lè kọ́lé, àgọ́ là ńpa. ## If one is yet unable to build a house, one makes a tent.","[1, 31, 0, 10, 32, 1, 27, 19, 31, 30, 11, 28, 10, 41, 11, 29, 26, 6, 41, 11, 26, 36, 15, 0, 8, 5, 14, 13, 4, 8, 18, 24, 4, 19, 20, 13, 0, 1, 11, 4, 19, 14, 1, 20, 8, 11, 3, 0, 7, 14, 20, 18, 4, 14, 13, 4, 12, 0, 10, 4, 18, 0, 19, 4, 13, 19]"
line 35 corpus5_1.txt,line 35,corpus5_1.txt,200702-075931_yor_7f4_elicit_34.wav,"Bí a kò bá tó baba ọmọọ́ ṣe, a kì í pe alákàrà. ## If one lacks the wherewithal to act like a father to a child, one does not summon the seller of bean fritters.","[1, 31, 0, 10, 32, 1, 27, 19, 33, 1, 0, 1, 0, 41, 12, 41, 41, 39, 4, 0, 10, 30, 31, 15, 4, 0, 11, 27, 10, 26, 17, 26, 8, 5, 14, 13, 4, 11, 0, 2, 10, 18, 19, 7, 4, 22, 7, 4, 17, 4, 22, 8, 19, 7, 0, 11, 19, 14, 0, 2, 19, 11, 8, 10, 4, 0, 5, 0, 19, 7, 4, 17, 19, 14, 0, 2, 7, 8, 11, 3, 14, 13, 4, 3, 14, 4, 18, 13, 14, 19, 18, 20, 12, 12, 14, 13, 19, 7, 4, 18, 4, 11, 11, 4, 17, 14, 5, 1, 4, 0, 13, 5, 17, 8, 19, 19, 4, 17, 18]"
line 36 corpus5_1.txt,line 36,corpus5_1.txt,200702-075931_yor_7f4_elicit_35.wav,"Bí a kò bá tó ìyà-á kọ̀ tí à ńkọ̀ ọ́, àjẹkún ìyà là ńjẹ. ## If one lacks the means to reject suffering and attempts to reject it, one's suffering simply multiplies.","[1, 31, 0, 10, 32, 1, 27, 19, 33, 30, 24, 26, 27, 10, 41, 19, 31, 26, 36, 10, 41, 41, 26, 9, 40, 10, 35, 13, 30, 24, 26, 11, 26, 36, 9, 40, 8, 5, 14, 13, 4, 11, 0, 2, 10, 18, 19, 7, 4, 12, 4, 0, 13, 18, 19, 14, 17, 4, 9, 4, 2, 19, 18, 20, 5, 5, 4, 17, 8, 13, 6, 0, 13, 3, 0, 19, 19, 4, 12, 15, 19, 18, 19, 14, 17, 4, 9, 4, 2, 19, 8, 19, 14, 13, 4, 18, 18, 20, 5, 5, 4, 17, 8, 13, 6, 18, 8, 12, 15, 11, 24, 12, 20, 11, 19, 8, 15, 11, 8, 4, 18]"
line 37 corpus5_1.txt,line 37,corpus5_1.txt,200702-075931_yor_7f4_elicit_36.wav,Bí a ó ti tó kì í jẹ́ ká hùwà búburú; bí a ó ti mọ kì í jẹ́ ká hùwà rere. ## The heights one will reach keeps one from evil deeds; the ordained limit to one's greatness keeps one from doing good deeds.,"[1, 31, 0, 33, 19, 8, 19, 33, 10, 30, 31, 9, 40, 10, 27, 7, 34, 22, 26, 1, 35, 1, 20, 17, 35, 1, 31, 0, 33, 19, 8, 12, 41, 10, 30, 31, 9, 40, 10, 27, 7, 34, 22, 26, 17, 4, 17, 4, 19, 7, 4, 7, 4, 8, 6, 7, 19, 18, 14, 13, 4, 22, 8, 11, 11, 17, 4, 0, 2, 7, 10, 4, 4, 15, 18, 14, 13, 4, 5, 17, 14, 12, 4, 21, 8, 11, 3, 4, 4, 3, 18, 19, 7, 4, 14, 17, 3, 0, 8, 13, 4, 3, 11, 8, 12, 8, 19, 19, 14, 14, 13, 4, 18, 6, 17, 4, 0, 19, 13, 4, 18, 18, 10, 4, 4, 15, 18, 14, 13, 4, 5, 17, 14, 12, 3, 14, 8, 13, 6, 6, 14, 14, 3, 3, 4, 4, 3, 18]"
line 38 corpus5_1.txt,line 38,corpus5_1.txt,200702-075931_yor_7f4_elicit_37.wav,"Bí àgbà kò bá ṣe ohun ẹ̀rù, ọmọdé kì í sá. ## If an elder does not do something fearful, the youth do not flee.","[1, 31, 26, 6, 1, 26, 10, 32, 1, 27, 39, 4, 14, 7, 20, 13, 40, 17, 34, 41, 12, 41, 3, 29, 10, 30, 31, 18, 27, 8, 5, 0, 13, 4, 11, 3, 4, 17, 3, 14, 4, 18, 13, 14, 19, 3, 14, 18, 14, 12, 4, 19, 7, 8, 13, 6, 5, 4, 0, 17, 5, 20, 11, 19, 7, 4, 24, 14, 20, 19, 7, 3, 14, 13, 14, 19, 5, 11, 4, 4]"
line 39 corpus5_1.txt,line 39,corpus5_1.txt,200702-075931_yor_7f4_elicit_38.wav,"Bí àjànàkú ò bá rí ohun gbémì, kì í ṣe inú gbẹndu sọ́dẹ. ## Unless an elephant had swallowed something, it would not turn its bloated stomach to the hunter.","[1, 31, 26, 9, 26, 13, 26, 10, 35, 32, 1, 27, 17, 31, 14, 7, 20, 13, 6, 1, 29, 12, 30, 10, 30, 31, 39, 4, 8, 13, 35, 6, 1, 40, 13, 3, 20, 18, 41, 3, 40, 20, 13, 11, 4, 18, 18, 0, 13, 4, 11, 4, 15, 7, 0, 13, 19, 7, 0, 3, 18, 22, 0, 11, 11, 14, 22, 4, 3, 18, 14, 12, 4, 19, 7, 8, 13, 6, 8, 19, 22, 14, 20, 11, 3, 13, 14, 19, 19, 20, 17, 13, 8, 19, 18, 1, 11, 14, 0, 19, 4, 3, 18, 19, 14, 12, 0, 2, 7, 19, 14, 19, 7, 4, 7, 20, 13, 19, 4, 17]"
line 40 corpus5_1.txt,line 40,corpus5_1.txt,200702-075931_yor_7f4_elicit_39.wav,"Bí ajá rójú ẹkùn, a pa rọ́rọ́. ## When the dog sees the eyes of the leopard, it keeps very still.","[1, 31, 0, 9, 27, 17, 33, 9, 35, 40, 10, 34, 13, 0, 15, 0, 17, 41, 17, 41, 22, 7, 4, 13, 19, 7, 4, 3, 14, 6, 18, 4, 4, 18, 19, 7, 4, 4, 24, 4, 18, 14, 5, 19, 7, 4, 11, 4, 14, 15, 0, 17, 3, 8, 19, 10, 4, 4, 15, 18, 21, 4, 17, 24, 18, 19, 8, 11, 11]"
line 41 corpus5_1.txt,line 41,corpus5_1.txt,200702-075931_yor_7f4_elicit_40.wav,"Bí ayá bá mojú ọkọ, alárìnnà a yẹsẹ̀. ## When the wife has got to know the husband, the marriage broker makes way.","[1, 31, 0, 24, 27, 1, 27, 12, 14, 9, 35, 41, 10, 41, 0, 11, 27, 17, 30, 13, 13, 26, 0, 24, 40, 18, 40, 22, 7, 4, 13, 19, 7, 4, 22, 8, 5, 4, 7, 0, 18, 6, 14, 19, 19, 14, 10, 13, 14, 22, 19, 7, 4, 7, 20, 18, 1, 0, 13, 3, 19, 7, 4, 12, 0, 17, 17, 8, 0, 6, 4, 1, 17, 14, 10, 4, 17, 12, 0, 10, 4, 18, 22, 0, 24]"
line 42 corpus5_1.txt,line 42,corpus5_1.txt,200702-075931_yor_7f4_elicit_41.wav,"Bí ayé bá ńyẹni, ìwà ìbàjẹ́ là ńhù. ## If life is being good to one, one is liable to act disgracefully.","[1, 31, 0, 24, 29, 1, 27, 36, 24, 40, 13, 8, 30, 22, 26, 30, 1, 26, 9, 40, 11, 26, 36, 7, 34, 8, 5, 11, 8, 5, 4, 8, 18, 1, 4, 8, 13, 6, 6, 14, 14, 3, 19, 14, 14, 13, 4, 14, 13, 4, 8, 18, 11, 8, 0, 1, 11, 4, 19, 14, 0, 2, 19, 3, 8, 18, 6, 17, 0, 2, 4, 5, 20, 11, 11, 24]"
line 43 corpus5_1.txt,line 43,corpus5_1.txt,200702-075931_yor_7f4_elicit_42.wav,"Bí baálẹ̀-ẹ́ bá ńtàkìtì, òrógi là ḿbá ẹmẹsẹ̀. ## If the chief is turning somersaults, the messenger should be found standing erect.","[1, 31, 1, 0, 27, 11, 40, 40, 1, 27, 36, 19, 26, 10, 30, 19, 30, 32, 17, 33, 6, 8, 11, 26, 38, 1, 27, 40, 12, 40, 18, 40, 8, 5, 19, 7, 4, 2, 7, 8, 4, 5, 8, 18, 19, 20, 17, 13, 8, 13, 6, 18, 14, 12, 4, 17, 18, 0, 20, 11, 19, 18, 19, 7, 4, 12, 4, 18, 18, 4, 13, 6, 4, 17, 18, 7, 14, 20, 11, 3, 1, 4, 5, 14, 20, 13, 3, 18, 19, 0, 13, 3, 8, 13, 6, 4, 17, 4, 2, 19]"
line 44 corpus5_1.txt,line 44,corpus5_1.txt,200702-075931_yor_7f4_elicit_43.wav,"Bí èèyán bá ní kò sí irú òun, àwọn ọlọgbọ́n a máa wòye. ## If a person says there is no one like him/her, wise people maintain a contemplative silence.","[1, 31, 28, 28, 24, 27, 13, 1, 27, 13, 31, 10, 32, 18, 31, 8, 17, 35, 32, 20, 13, 26, 22, 41, 13, 41, 11, 41, 6, 1, 41, 13, 0, 12, 27, 0, 22, 32, 24, 4, 8, 5, 0, 15, 4, 17, 18, 14, 13, 18, 0, 24, 18, 19, 7, 4, 17, 4, 8, 18, 13, 14, 14, 13, 4, 11, 8, 10, 4, 7, 8, 12, 7, 4, 17, 22, 8, 18, 4, 15, 4, 14, 15, 11, 4, 12, 0, 8, 13, 19, 0, 8, 13, 0, 2, 14, 13, 19, 4, 12, 15, 11, 0, 19, 8, 21, 4, 18, 8, 11, 4, 13, 2, 4]"
